area_type,availability,location,bath,balcony,price,total_sqft,bhk
Built-up  Area,Ready To Move,Kadugondanahalli,5.0,2.0,75.0,2000.0,5.0
Super built-up  Area,18-Aug,Magadi Road,2.0,1.0,48.0,884.0,2.0
Super built-up  Area,Ready To Move,Kathriguppe,2.0,1.0,68.75,1250.0,2.0
Super built-up  Area,Ready To Move,Bommasandra Industrial Area,2.0,1.0,135.0,7000.0,2.0
Plot  Area,Ready To Move,Dodda Nekkundi,4.0,2.0,300.0,2400.0,3.0
Super built-up  Area,Ready To Move,Harlur,4.0,1.0,225.0,2990.0,4.0
Super built-up  Area,Ready To Move,Bellandur,2.0,1.0,52.0,1195.0,2.0
Super built-up  Area,Ready To Move,Sadhguru Layout,1.0,1.0,55.0,2559.0,1.0
Built-up  Area,18-Mar,Begur,2.0,1.0,33.0,1200.0,2.0
Super built-up  Area,18-Nov,Sarjapur  Road,2.0,1.0,45.75,984.0,2.0
Super built-up  Area,Ready To Move,Bommasandra,2.0,1.0,40.0,1089.0,2.0
Super built-up  Area,19-Mar,Hennur Road,2.0,1.0,52.0,1165.0,2.0
Super built-up  Area,Ready To Move,Chandapura,1.0,1.0,10.0,410.0,1.0
Super built-up  Area,18-Dec,Hennur,3.0,1.0,110.0,1482.0,3.0
Built-up  Area,Ready To Move,Ramamurthy Nagar,2.0,1.0,68.0,1200.0,2.0
Super built-up  Area,19-Dec,Kanakapura,3.0,3.0,113.0,1938.0,3.0
Super built-up  Area,18-Apr,Hormavu,2.0,2.0,34.97,1166.0,3.0
Super built-up  Area,Ready To Move,Chikkalasandra,2.0,2.0,55.46,1275.0,3.0
Super built-up  Area,Ready To Move,Mico Layout,2.0,2.0,43.0,1140.0,2.0
Plot  Area,Ready To Move,Hegde Nagar,5.0,1.0,430.0,3734.0,4.0
Super built-up  Area,Ready To Move,Tejaswini Nagar,1.0,2.0,28.0,720.0,1.0
Plot  Area,18-Apr,Nagarbhavi,3.0,2.0,228.0,1200.0,3.0
Built-up  Area,Ready To Move,Richards Town,2.0,1.0,90.0,1100.0,2.0
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2.0,2.0,98.77,1162.0,2.0
Built-up  Area,Ready To Move,Ramamurthy Nagar,1.0,0.0,35.0,540.0,1.0
Super built-up  Area,Ready To Move,Rachenahalli,2.0,2.0,73.5,1550.0,3.0
Plot  Area,Ready To Move,R.T. Nagar,3.0,2.0,145.0,1300.0,3.0
Plot  Area,Ready To Move,Ullal Road,5.0,1.0,130.0,1200.0,5.0
Super built-up  Area,Ready To Move,Chikbasavanapura,2.0,2.0,60.0,1220.0,2.0
Super built-up  Area,Ready To Move,Doddathoguru,2.0,1.0,62.0,964.0,2.0
Built-up  Area,21-Dec,"Electronic City Phase 1, ",3.0,2.0,50.0,1500.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1.0,44.0,1347.0,3.0
Super built-up  Area,Ready To Move,"JP Nagar 8th Phase, ",5.0,2.0,250.0,5000.0,4.0
Built-up  Area,Ready To Move,Bannerghatta Road,4.0,2.0,140.0,3000.0,4.0
Super built-up  Area,18-Jun,Bannerghatta,2.0,1.0,42.5,1120.0,2.0
Super built-up  Area,Ready To Move,Lake City,1.0,1.0,22.8,600.0,1.0
Super built-up  Area,18-Dec,Whitefield,4.0,1.0,157.0,2321.0,3.0
Super built-up  Area,Ready To Move,Bhagyalakshmi Avenue,1.0,2.0,24.0,540.0,1.0
Built-up  Area,Ready To Move,Hebbal,2.0,1.0,57.0,1150.0,2.0
Built-up  Area,Ready To Move,Sonnenahalli,3.0,1.0,75.0,1484.0,3.0
Super built-up  Area,Ready To Move,Ramagondanahalli,2.0,2.0,68.0,1680.0,3.0
Super built-up  Area,Ready To Move,Byagadadhenahalli,2.0,1.0,23.0,620.0,2.0
Super built-up  Area,Ready To Move,Dodda Banaswadi,3.0,2.0,78.0,1650.0,3.0
Super built-up  Area,18-Apr,Chuchangatta Colony,3.0,2.0,44.0,1250.0,3.0
Super built-up  Area,18-Aug,Hanuman Nagar,3.0,2.0,108.0,2072.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,2.0,40.0,1105.0,2.0
Super built-up  Area,Ready To Move,Vidyaranyapura,2.0,2.0,60.5,1200.0,2.0
Built-up  Area,Ready To Move,Kumaraswami Layout,7.0,3.0,145.0,3100.0,7.0
Plot  Area,Ready To Move,Whitefield,4.0,3.0,530.0,4007.0,4.0
Super built-up  Area,Ready To Move,Electronic City,2.0,1.0,16.0,550.0,2.0
Super built-up  Area,Ready To Move,Banashankari,2.0,2.0,53.6,1340.0,3.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3.0,3.0,395.0,2409.0,3.0
Super built-up  Area,Ready To Move,Haralur Road,2.0,2.0,46.0,1194.0,2.0
Super built-up  Area,Ready To Move,Vittasandra,2.0,1.0,65.0,1246.0,2.0
Built-up  Area,Ready To Move,Old Airport Road,2.0,3.0,75.0,1055.0,2.0
Super built-up  Area,18-Dec,Hosa Road,3.0,1.0,69.61,1541.0,3.0
Built-up  Area,Ready To Move,Harlur,2.0,2.0,88.0,1370.0,2.0
Super built-up  Area,Ready To Move,Whitefield,2.0,2.0,75.0,1224.0,2.0
Plot  Area,Ready To Move,Kengeri Satellite Town,2.0,1.0,58.0,650.0,4.0
Built-up  Area,Ready To Move,Kambipura,2.0,1.0,39.0,883.0,2.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3.0,2.0,92.13,1676.0,3.0
Built-up  Area,Ready To Move,Shree Ananth Nagar Layout,2.0,1.0,57.0,1154.0,2.0
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,3.0,78.5,1610.0,3.0
Super built-up  Area,Ready To Move,Devasthanagalu,2.0,1.0,42.0,1057.0,2.0
Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,2.0,1.0,65.0,1157.0,2.0
Plot  Area,18-May,Doddagubbi,4.0,1.0,85.0,1200.0,4.0
Plot  Area,Ready To Move,Dasappa Layout,7.0,3.0,130.0,1500.0,7.0
Super built-up  Area,Ready To Move,Gulimangala,2.0,3.0,35.0,980.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1.0,40.0,1140.0,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,1.0,40.7,1206.0,2.0
Built-up  Area,Ready To Move,Electronic City Phase II,1.0,1.0,16.75,575.0,1.0
Super built-up  Area,Ready To Move,Koramangala,3.0,1.0,170.0,1600.0,3.0
Plot  Area,Ready To Move,1st Stage Indira Nagar,4.0,1.0,500.0,2400.0,4.0
Super built-up  Area,Ready To Move,Horamavu Agara,2.0,2.0,52.0,1300.0,3.0
Super built-up  Area,18-Dec,Tunganagara,2.0,1.0,35.56,1270.0,3.0
Super built-up  Area,18-Apr,Electronic City,2.0,1.0,63.5,1128.0,2.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,1.0,1.0,45.0,640.0,1.0
Super built-up  Area,Ready To Move,4th T block Jayanagar,3.0,2.0,185.0,2400.0,3.0
Plot  Area,Ready To Move,TC Palaya,2.0,0.0,66.0,1200.0,3.0
Super built-up  Area,Ready To Move,Kanakapura,2.0,2.0,38.15,1090.0,2.0
Super built-up  Area,Ready To Move,Electronic City,1.0,1.0,29.0,589.0,1.0
Super built-up  Area,18-Apr,Electronic City,2.0,1.0,28.13,1125.0,2.0
Super built-up  Area,Ready To Move,Kogilu,2.0,2.0,50.66,1140.0,2.0
Plot  Area,Ready To Move,Sarjapur  Road,4.0,2.0,500.0,3150.0,4.0
Super built-up  Area,Ready To Move,Kundalahalli,2.0,3.0,74.0,1315.0,2.0
Plot  Area,Ready To Move,Billamaranahalli,2.0,2.0,150.0,2700.0,2.0
Super built-up  Area,Ready To Move,Bellandur,2.0,2.0,115.0,1435.0,3.0
Super built-up  Area,Ready To Move,Haralur Road,2.0,2.0,44.0,1092.0,2.0
Super built-up  Area,18-May,Kadugodi,2.0,3.0,80.0,1314.0,2.0
Super built-up  Area,Ready To Move,Koramangala,2.0,1.0,100.0,1260.0,2.0
Plot  Area,Ready To Move,Srirampura,5.0,1.0,192.0,1875.0,7.0
Super built-up  Area,Ready To Move,Nagarbhavi,2.0,1.0,49.0,1080.0,2.0
Built-up  Area,Ready To Move,Nagasandra,8.0,3.0,160.0,4000.0,8.0
Super built-up  Area,18-Feb,Mysore Road,2.0,1.0,45.0,1082.0,3.0
Super built-up  Area,Ready To Move,Jakkur,3.0,2.0,65.0,1150.0,3.0
Super built-up  Area,18-Dec,Hennur Road,2.0,1.0,34.72,1052.0,2.0
Super built-up  Area,Ready To Move,Yelahanka,2.0,1.0,45.0,1045.0,2.0
Built-up  Area,Ready To Move,Kodigehaali,3.0,2.0,80.0,1442.0,3.0
Super built-up  Area,Ready To Move,Kaggadasapura,2.0,2.0,75.0,1500.0,3.0
Super built-up  Area,Ready To Move,Marsur,1.0,1.0,20.0,497.0,2.0
Super built-up  Area,Ready To Move,Hennur,2.0,1.0,53.57,1255.0,2.0
Super built-up  Area,22-Jan,Vajarahalli,3.0,2.0,79.0,1432.0,3.0
Built-up  Area,Ready To Move,Kundalahalli,3.0,2.0,150.0,2100.0,3.0
Built-up  Area,Ready To Move,Hennur Road,2.0,2.0,80.0,1450.0,2.0
Super built-up  Area,18-May,Sarjapur  Road,2.0,1.0,69.61,1346.0,2.0
Super built-up  Area,Ready To Move,Kumaraswami Layout,2.0,2.0,29.0,1200.0,2.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2.0,1.0,49.82,925.0,3.0
Super built-up  Area,Ready To Move,Dasarahalli,2.0,2.0,49.0,1160.0,2.0
Super built-up  Area,18-Apr,Lingadheeranahalli,3.0,3.0,81.31,1768.0,3.0
Super built-up  Area,Ready To Move,Kothanur,2.0,2.0,54.0,1094.0,2.0
Super built-up  Area,Ready To Move,Seetharampalya,3.0,3.0,90.0,1500.0,3.0
Built-up  Area,Ready To Move,Gubbalala,3.0,2.0,130.0,1745.0,3.0
Built-up  Area,Ready To Move,Bommanahalli,7.0,2.0,85.0,2875.0,7.0
Super built-up  Area,Ready To Move,Byadarahalli,3.0,3.0,425.0,3500.0,4.0
Super built-up  Area,Ready To Move,Sonnenahalli,3.0,1.0,50.0,1550.0,3.0
Super built-up  Area,Ready To Move,Rajiv Nagar,5.0,1.0,160.0,2340.0,4.0
Super built-up  Area,19-Mar,Whitefield,3.0,2.0,113.0,1655.0,3.0
Super built-up  Area,19-Jan,Battarahalli,3.0,2.0,103.0,2024.0,3.0
Built-up  Area,Ready To Move,Siddapura,5.0,0.0,425.0,3100.0,4.0
Super built-up  Area,Ready To Move,Jalahalli,4.0,3.0,100.0,1575.0,3.0
Super built-up  Area,18-Dec,Iblur Village,3.0,2.0,130.0,1920.0,3.0
Built-up  Area,Ready To Move,Sarjapur  Road,4.0,2.0,744.0,6200.0,4.0
Super built-up  Area,Ready To Move,Kambipura,2.0,1.0,55.0,1082.0,3.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,2.0,3.0,55.0,1265.0,3.0
Super built-up  Area,Ready To Move,Kengeri Satellite Town KHB Apartment,2.0,2.0,45.0,1100.0,3.0
Plot  Area,Ready To Move,Margondanahalli,2.0,1.0,65.0,1160.0,2.0
Super built-up  Area,Ready To Move,Vittasandra,2.0,1.0,67.4,1246.0,2.0
Super built-up  Area,19-Mar,Hosa Road,1.0,1.0,43.08,615.0,1.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2.0,1.0,60.0,1128.0,2.0
Super built-up  Area,Ready To Move,Tirumanahalli,2.0,1.0,55.0,1260.0,2.0
Super built-up  Area,Ready To Move,Bellandur,3.0,3.0,89.89,1830.0,3.0
Super built-up  Area,Ready To Move,Sarjapur,2.0,2.0,68.0,1525.0,3.0
Super built-up  Area,18-Jan,Yelahanka,2.0,1.0,30.0,602.0,1.0
Built-up  Area,Ready To Move,Kumaraswami Layout,4.0,2.0,400.0,3000.0,7.0
Super built-up  Area,Ready To Move,Hegde Nagar,3.0,3.0,89.0,1835.0,3.0
Built-up  Area,Ready To Move,Kanakpura Road,3.0,3.0,62.6,1250.0,3.0
Plot  Area,Ready To Move,Subhash Nagar,4.0,1.0,110.0,1200.0,4.0
Super built-up  Area,Ready To Move,Murugeshpalya,3.0,3.0,96.0,1855.0,3.0
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,3.0,60.91,1450.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,2.0,148.0,2089.0,3.0
Super built-up  Area,Ready To Move,Haralur Road,3.0,2.0,56.0,1464.0,3.0
Plot  Area,Ready To Move,Banashankari Stage VI,3.0,2.0,200.0,4800.0,4.0
Built-up  Area,Ready To Move,Begur Road,2.0,2.0,44.73,1200.0,2.0
Super built-up  Area,Ready To Move,Sarjapur,2.0,1.0,45.0,1095.0,2.0
Plot  Area,Ready To Move,Ambedkar Nagar,3.0,2.0,297.0,2900.0,3.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,3.0,2.0,345.0,2500.0,3.0
Built-up  Area,Ready To Move,Kothanur,3.0,2.0,80.0,1170.0,3.0
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2.0,1.0,88.0,1280.0,2.0
Super built-up  Area,18-Jul,Rajaji Nagar,2.0,0.0,105.0,1224.0,2.0
Built-up  Area,Ready To Move,Thanisandra,3.0,1.0,125.0,1694.0,3.0
Super built-up  Area,Ready To Move,Electronic City,2.0,1.0,30.0,825.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1.0,98.38,1612.0,3.0
Super built-up  Area,18-Aug,Chandapura,2.0,1.0,25.12,985.0,2.0
Super built-up  Area,Ready To Move,Murugeshpalya,2.0,2.0,75.0,1175.0,2.0
Plot  Area,Ready To Move,Sunkadakatte,1.0,0.0,24.0,600.0,1.0
Built-up  Area,Ready To Move,Whitefield,3.0,3.0,85.0,1740.0,3.0
Super built-up  Area,Ready To Move,Carmelaram,3.0,2.0,99.0,1770.0,3.0
Plot  Area,Ready To Move,HAL 2nd Stage,7.0,3.0,260.0,1000.0,8.0
Super built-up  Area,18-Aug,Horamavu Agara,2.0,1.0,46.0,1090.0,2.0
Plot  Area,Ready To Move,Vasanth nagar,3.0,0.0,650.0,2295.0,6.0
Built-up  Area,Ready To Move,Whitefield,5.0,1.0,331.0,4144.0,5.0
Super built-up  Area,Ready To Move,Jogupalya,3.0,1.0,130.0,1800.0,3.0
Super built-up  Area,Ready To Move,Jigani,3.0,3.0,65.0,1221.0,3.0
Super built-up  Area,18-Jun,8th Phase JP Nagar,2.0,1.0,48.0,1046.0,2.0
Super built-up  Area,Ready To Move,Uttarahalli,2.0,3.0,56.12,1290.0,3.0
Built-up  Area,18-Dec,Electronic City Phase II,2.0,1.0,30.76,1065.0,2.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,4.0,2.0,121.0,1850.0,3.0
Super built-up  Area,Ready To Move,Battarahalli,2.0,1.0,49.0,1097.0,2.0
Super built-up  Area,Ready To Move,Kalena Agrahara,3.0,2.0,70.0,1200.0,2.0
Super built-up  Area,Ready To Move,Varthur,3.0,2.0,170.0,2160.0,3.0
Super built-up  Area,18-May,Anekal,2.0,2.0,52.0,1140.0,2.0
Super built-up  Area,Ready To Move,Thigalarapalya,2.0,2.0,98.0,1297.0,2.0
Super built-up  Area,Ready To Move,Padmanabhanagar,2.0,0.0,50.0,1150.0,2.0
Super built-up  Area,Ready To Move,Kuvempu Nagar,2.0,1.0,45.0,1375.0,2.0
Super built-up  Area,Ready To Move,Babusapalaya,2.0,2.0,58.0,1245.0,2.0
Super built-up  Area,18-Mar,Vasanth nagar,6.0,1.0,948.0,4750.0,4.0
Built-up  Area,Ready To Move,Nagarbhavi,3.0,0.0,180.0,1800.0,4.0
Super built-up  Area,Ready To Move,Brookefield,3.0,2.0,140.0,1594.0,3.0
Plot  Area,Ready To Move,TC Palaya,2.0,0.0,66.0,1200.0,3.0
Super built-up  Area,18-Aug,Chandapura,1.0,1.0,16.45,645.0,1.0
Super built-up  Area,20-Dec,Kanakpura Road,2.0,2.0,36.0,700.0,2.0
Built-up  Area,Ready To Move,Rajaji Nagar,4.0,0.0,650.0,2500.0,5.0
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,0.0,50.0,1000.0,2.0
Plot  Area,Ready To Move,Whitefield,5.0,1.0,540.0,4000.0,6.0
Super built-up  Area,Ready To Move,Begur Road,2.0,2.0,42.0,1160.0,2.0
Plot  Area,Ready To Move,Uday Nagar,6.0,0.0,85.0,1200.0,6.0
Plot  Area,Ready To Move,OMBR Layout,3.0,0.0,140.0,600.0,5.0
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,2.0,2.0,95.0,1570.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,2.0,88.0,1290.0,2.0
Super built-up  Area,Ready To Move,Kudlu Gate,2.0,1.0,44.4,1200.0,2.0
Super built-up  Area,20-Apr,Langford Gardens,5.0,2.0,649.0,2777.29,3.0
Super built-up  Area,Ready To Move,Shanti Nagar,3.0,0.0,180.0,2250.0,3.0
Built-up  Area,Ready To Move,Defence Colony,2.0,2.0,172.0,1270.0,2.0
Super built-up  Area,Ready To Move,Akshayanagara East,2.0,2.0,44.0,1145.0,2.0
Super built-up  Area,Ready To Move,Chikkabanavar,2.0,2.0,46.0,1320.0,3.0
Built-up  Area,18-Aug,Electronic City Phase II,2.0,1.0,30.75,1065.0,2.0
Built-up  Area,18-Mar,Whitefield,3.0,2.0,48.0,1650.0,3.0
Super built-up  Area,18-Apr,Sarjapur  Road,2.0,1.0,86.0,1371.0,2.0
Built-up  Area,Ready To Move,Doddanakunte,5.0,2.0,150.0,2700.0,5.0
Super built-up  Area,Ready To Move,Electronic City,3.0,1.0,94.5,1575.0,3.0
Super built-up  Area,18-Jan,Yelahanka,2.0,2.0,66.0,1362.0,2.0
Built-up  Area,18-Mar,Bettahalsoor,2.0,2.0,353.0,3210.0,5.0
Super built-up  Area,Ready To Move,Haralur Road,3.0,1.0,90.0,1255.0,3.0
Super built-up  Area,Ready To Move,Whitefield,2.0,1.0,35.0,925.0,2.0
Super built-up  Area,19-Dec,Electronics City Phase 1,2.0,1.0,30.46,1088.0,2.0
Super built-up  Area,Ready To Move,Yelahanka,2.0,2.0,80.0,1234.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,2.0,139.0,2140.0,3.0
Super built-up  Area,Ready To Move,Thubarahalli,3.0,2.0,101.0,1584.0,3.0
Super built-up  Area,Ready To Move,Whitefield,2.0,2.0,50.0,1175.0,2.0
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3.0,3.0,52.0,1555.0,3.0
Super built-up  Area,18-Jul,Chandapura,1.0,1.0,16.45,645.0,1.0
Super built-up  Area,Ready To Move,Dodda Nekkundi,2.0,2.0,79.0,1585.0,3.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2.0,2.0,71.0,1354.0,2.0
Super built-up  Area,18-Jun,Madiwala,2.0,2.0,45.0,1165.0,2.0
Built-up  Area,Ready To Move,Kumaraswami Layout,3.0,1.0,75.0,1200.0,3.0
Super built-up  Area,Ready To Move,Hebbal,2.0,1.0,137.0,1740.0,3.0
Plot  Area,Ready To Move,Hebbal,9.0,2.0,185.0,1200.0,9.0
Super built-up  Area,20-Dec,Rachenahalli,2.0,1.0,50.17,985.0,2.0
Plot  Area,18-Nov,Chandapura,2.0,1.0,36.0,1200.0,2.0
Plot  Area,Ready To Move,Kattigenahalli,4.0,2.0,70.0,600.0,3.0
Super built-up  Area,Ready To Move,Duddanahalli,2.0,2.0,47.0,1340.0,3.0
Super built-up  Area,20-Aug,Begur Road,3.0,1.0,95.23,1583.0,3.0
Plot  Area,Ready To Move,"Beml layout, Rajarajeshwari nagar",5.0,2.0,325.0,1200.0,4.0
Plot  Area,Ready To Move,Basaveshwara Nagar,1.0,1.0,180.0,1200.0,2.0
Super built-up  Area,22-Dec,Bannerghatta Road,2.0,0.0,61.74,1122.5,2.0
Super built-up  Area,17-Dec,Thanisandra,3.0,2.0,100.0,1573.0,3.0
Super built-up  Area,18-Jan,CV Raman Nagar,2.0,2.0,42.88,1227.0,2.0
Super built-up  Area,Ready To Move,Yemlur,2.0,1.0,60.0,1210.0,2.0
Super built-up  Area,19-Feb,Basavangudi,3.0,3.0,125.0,1650.0,3.0
Plot  Area,Ready To Move,Chikkalasandra,4.0,2.0,300.0,1000.0,5.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,2.0,63.0,1485.0,3.0
Super built-up  Area,Ready To Move,Haralur Road,3.0,2.0,97.0,1735.0,3.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,3.0,2.0,175.0,1730.0,3.0
Super built-up  Area,Ready To Move,Sector 1 HSR Layout,3.0,2.0,86.0,1684.0,3.0
Super built-up  Area,Ready To Move,Sai Gardens,3.0,3.0,77.0,1686.0,3.0
Super built-up  Area,Ready To Move,Bikasipura,3.0,3.0,82.0,1654.0,3.0
Built-up  Area,Ready To Move,Green Glen Layout,3.0,3.0,105.0,1600.0,3.0
Built-up  Area,Ready To Move,KR Puram,2.0,1.0,39.9,1100.0,2.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3.0,3.0,95.0,1655.0,3.0
Super built-up  Area,Ready To Move,Hennur,3.0,3.0,121.0,1830.0,3.0
Super built-up  Area,18-Apr,Hebbal,3.0,1.0,85.0,1430.0,3.0
Super built-up  Area,Ready To Move,Judicial Layout,4.0,3.0,155.0,1989.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,2.0,55.0,1044.0,2.0
Super built-up  Area,Ready To Move,Banashankari,3.0,2.0,85.0,1426.0,3.0
Super built-up  Area,Ready To Move,Choodasandra,2.0,2.0,50.0,1115.0,2.0
Super built-up  Area,Ready To Move,Yelahanka,2.0,1.0,29.0,1000.0,2.0
Plot  Area,18-Jan,Kathriguppe,2.0,0.0,69.99,754.0,2.0
Built-up  Area,18-Dec,Electronic City Phase II,2.0,1.0,33.06,1140.0,2.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,2.0,1.0,35.0,900.0,2.0
Built-up  Area,Ready To Move,Gulakamale,2.0,3.0,50.0,1200.0,2.0
Built-up  Area,Ready To Move,Malleshwaram,1.0,1.0,45.0,580.0,1.0
Plot  Area,Ready To Move,TC Palaya,2.0,0.0,66.0,1200.0,3.0
Super built-up  Area,18-Apr,Munnekollal,2.0,1.0,50.36,1030.0,2.0
Super built-up  Area,Ready To Move,Koramangala,4.0,3.0,150.0,1910.0,3.0
Super built-up  Area,Ready To Move,Mahalakshmi Puram,3.0,3.0,132.0,1950.0,3.0
Super built-up  Area,Ready To Move,Kundalahalli,3.0,1.0,125.0,1724.0,3.0
Plot  Area,Ready To Move,Konanakunte Cross,2.0,2.0,130.0,1200.0,3.0
Plot  Area,Ready To Move,Rajaji Nagar,2.0,0.0,225.0,1314.0,2.0
Built-up  Area,Ready To Move,Kothanur,2.0,2.0,65.0,1400.0,2.0
Super built-up  Area,Ready To Move,Kaggadasapura,2.0,2.0,68.0,1400.0,3.0
Super built-up  Area,Ready To Move,Hulimavu,2.0,2.0,44.6,1115.0,2.0
Built-up  Area,Ready To Move,Bharathi Nagar,2.0,2.0,55.86,1300.0,2.0
Built-up  Area,Ready To Move,Arishinakunte,4.0,1.0,150.0,2400.0,4.0
Super built-up  Area,19-Jul,Kanakpura Road,2.0,1.0,108.0,1332.0,2.0
Super built-up  Area,Ready To Move,Abbigere,2.0,1.0,41.0,1000.0,2.0
Plot  Area,18-Dec,Whitefield,3.0,2.0,67.75,1200.0,3.0
Built-up  Area,Ready To Move,Whitefield,4.0,2.0,145.0,2444.0,4.0
Super built-up  Area,Ready To Move,Electronic City,2.0,1.0,48.0,1070.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1.0,85.0,1600.0,3.0
Super built-up  Area,Ready To Move,Marathahalli,2.0,2.0,57.95,1196.0,2.0
Super built-up  Area,Ready To Move,Electronic City,2.0,1.0,54.0,1025.0,2.0
Super built-up  Area,Ready To Move,Choodasandra,3.0,2.0,56.0,1220.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4.0,3.0,180.0,2180.0,3.0
Super built-up  Area,Ready To Move,Jakkasandra,3.0,2.0,102.0,1600.0,3.0
Built-up  Area,Ready To Move,Whitefield,2.0,1.0,110.0,1270.0,2.0
Built-up  Area,Ready To Move,Shanthala Nagar,4.0,2.0,460.0,3290.0,3.0
Super built-up  Area,22-May,Jakkur,3.0,2.0,183.0,1932.47,3.0
Super built-up  Area,Ready To Move,Jalahalli,3.0,2.0,160.0,2086.0,3.0
Super built-up  Area,19-Dec,Old Madras Road,2.0,1.0,51.42,1165.0,2.0
Super built-up  Area,Ready To Move,Marathahalli,3.0,1.0,63.25,1310.0,3.0
Super built-up  Area,Ready To Move,Rajaji Nagar,2.0,2.0,165.0,1440.0,2.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,3.0,2.0,85.0,1900.0,3.0
Built-up  Area,Ready To Move,Chandapura,1.0,1.0,22.0,740.0,2.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3.0,3.0,138.0,2503.0,3.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2.0,2.0,60.0,1075.0,2.0
Super built-up  Area,18-Aug,Bellandur,2.0,2.0,83.5,1260.0,2.0
Super built-up  Area,Ready To Move,Yelahanka,2.0,1.0,48.72,1282.0,3.0
Built-up  Area,Ready To Move,Tumkur Road,2.0,1.0,60.0,1100.0,4.0
Super built-up  Area,Ready To Move,Green Glen Layout,3.0,3.0,125.0,1717.0,3.0
Super built-up  Area,18-May,Chellikere,2.0,2.0,46.0,1088.0,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,1.0,56.0,1335.0,3.0
Super built-up  Area,Ready To Move,Vidyaranyapura,2.0,1.0,42.0,1200.0,2.0
Super built-up  Area,Ready To Move,Garudachar Palya,2.0,2.0,60.0,1325.0,3.0
Super built-up  Area,Ready To Move,JP Nagar,2.0,1.0,73.0,1157.0,2.0
Super built-up  Area,21-Dec,KR Puram,2.0,2.0,121.0,2283.0,4.0
Super built-up  Area,Ready To Move,Sahakara Nagar,2.0,1.0,54.0,1200.0,2.0
Super built-up  Area,Ready To Move,Pai Layout,2.0,2.0,65.0,1510.0,3.0
Super built-up  Area,Ready To Move,Bommanahalli,2.0,2.0,54.0,1050.0,2.0
Super built-up  Area,Ready To Move,Chikkadunnasandra,2.0,2.0,45.0,1200.0,2.0
Super built-up  Area,18-May,Binny Pete,3.0,1.0,147.0,1516.0,3.0
Plot  Area,Ready To Move,Indira Nagar,6.0,2.0,475.0,2400.0,6.0
Super built-up  Area,18-Dec,Channasandra,2.0,1.0,44.41,1050.0,2.0
Plot  Area,Ready To Move,Hegde Nagar,2.0,0.0,66.0,1000.0,2.0
Super built-up  Area,18-Mar,9th Phase JP Nagar,2.0,2.0,35.0,1050.0,2.0
Plot  Area,Ready To Move,JP Nagar,5.0,2.0,110.0,600.0,4.0
Super built-up  Area,Ready To Move,BEML Layout,2.0,1.0,65.0,1194.0,2.0
Plot  Area,Ready To Move,Ananth Nagar,3.0,2.0,62.0,600.0,4.0
Super built-up  Area,Ready To Move,Hormavu,2.0,3.0,69.0,1210.0,2.0
Super built-up  Area,Ready To Move,Whitefield,3.0,1.0,110.0,1660.0,3.0
Super built-up  Area,Ready To Move,Malleshwaram,2.0,3.0,125.0,1410.0,2.0
Super built-up  Area,18-Jun,Electronics City Phase 1,2.0,1.0,67.0,1305.0,2.0
Built-up  Area,Ready To Move,Kavika Layout,6.0,2.0,101.0,1800.0,6.0
